x,k=0.01,k=0.1,k=0.15,k=0.3
0.279500,2.739100,2.389615,2.237407,1.854295
0.280000,2.744000,2.393319,2.240627,1.856412
0.280500,2.748900,2.397022,2.243846,1.858526
0.281000,2.753800,2.400722,2.247062,1.860637
0.281500,2.758700,2.404421,2.250275,1.862744
0.282000,2.763600,2.408118,2.253486,1.864848
0.282500,2.768500,2.411813,2.256695,1.866950
0.283000,2.773400,2.415506,2.259901,1.869048
0.283500,2.778300,2.419197,2.263105,1.871142
0.284000,2.783200,2.422887,2.266307,1.873234
0.284500,2.788100,2.426575,2.269506,1.875323
0.285000,2.793000,2.430260,2.272702,1.877408
0.285500,2.797900,2.433944,2.275897,1.879491
0.286000,2.802800,2.437626,2.279088,1.881570
0.286500,2.807700,2.441307,2.282278,1.883646
0.287000,2.812600,2.444985,2.285465,1.885719
0.287500,2.817500,2.448662,2.288650,1.887789
0.288000,2.822400,2.452336,2.291832,1.889855
0.288500,2.827300,2.456009,2.295012,1.891919
0.289000,2.832200,2.459680,2.298190,1.893980
0.289500,2.837100,2.463350,2.301365,1.896037
0.290000,2.842000,2.467017,2.304538,1.898092
0.290500,2.846900,2.470683,2.307708,1.900143
0.291000,2.851800,2.474346,2.310876,1.902191
0.291500,2.856700,2.478008,2.314042,1.904236
0.292000,2.861600,2.481668,2.317205,1.906278
0.292500,2.866500,2.485327,2.320366,1.908318
0.293000,2.871400,2.488983,2.323524,1.910354
0.293500,2.876300,2.492638,2.326681,1.912386
0.294000,2.881200,2.496290,2.329834,1.914416
0.294500,2.886100,2.499941,2.332986,1.916443
0.295000,2.891000,2.503590,2.336135,1.918467
0.295500,2.895900,2.507238,2.339282,1.920488
0.296000,2.900800,2.510883,2.342426,1.922506
0.296500,2.905700,2.514527,2.345568,1.924520
0.297000,2.910600,2.518169,2.348708,1.926532
0.297500,2.915500,2.521809,2.351845,1.928541
0.298000,2.920400,2.525447,2.354980,1.930546
0.298500,2.925300,2.529083,2.358112,1.932549
0.299000,2.930200,2.532718,2.361243,1.934549
0.299500,2.935100,2.536351,2.364371,1.936545
0.300000,2.940000,2.539981,2.367496,1.938539
0.300500,2.944900,2.543611,2.370619,1.940530
0.301000,2.949800,2.547238,2.373740,1.942518
0.301500,2.954700,2.550863,2.376859,1.944502
0.302000,2.959600,2.554487,2.379975,1.946484
0.302500,2.964500,2.558109,2.383089,1.948463
0.303000,2.969400,2.561729,2.386200,1.950439
0.303500,2.974300,2.565347,2.389309,1.952411
0.304000,2.979200,2.568964,2.392416,1.954381
0.304500,2.984100,2.572578,2.395521,1.956348
0.305000,2.989000,2.576191,2.398623,1.958312
0.305500,2.993900,2.579802,2.401723,1.960273
0.306000,2.998800,2.583411,2.404820,1.962232
0.306500,3.003700,2.587019,2.407916,1.964187
0.307000,3.008600,2.590624,2.411009,1.966139
0.307500,3.013500,2.594228,2.414099,1.968088
0.308000,3.018400,2.597830,2.417187,1.970035
0.308500,3.023300,2.601430,2.420273,1.971978
0.309000,3.028200,2.605028,2.423357,1.973919
0.309500,3.033100,2.608625,2.426438,1.975856
0.310000,3.038000,2.612220,2.429517,1.977791
0.310500,3.042900,2.615813,2.432594,1.979723
0.311000,3.047800,2.619404,2.435668,1.981652
0.311500,3.052700,2.622993,2.438741,1.983578
0.312000,3.057600,2.626581,2.441810,1.985501
0.312500,3.062500,2.630167,2.444878,1.987422
0.313000,3.067400,2.633751,2.447943,1.989339
0.313500,3.072300,2.637333,2.451006,1.991254
0.314000,3.077200,2.640914,2.454066,1.993165
0.314500,3.082100,2.644492,2.457125,1.995074
0.315000,3.087000,2.648069,2.460181,1.996980
0.315500,3.091900,2.651644,2.463235,1.998883
0.316000,3.096800,2.655217,2.466286,2.000783
0.316500,3.101700,2.658789,2.469335,2.002681
0.317000,3.106600,2.662359,2.472382,2.004575
0.317500,3.111500,2.665927,2.475427,2.006467
0.318000,3.116400,2.669493,2.478469,2.008356
0.318500,3.121300,2.673057,2.481509,2.010242
0.319000,3.126200,2.676620,2.484547,2.012125
0.319500,3.131100,2.680180,2.487582,2.014006
0.320000,3.136000,2.683739,2.490615,2.015883
0.320500,3.140900,2.687297,2.493646,2.017758
0.321000,3.145800,2.690852,2.496675,2.019630
0.321500,3.150700,2.694406,2.499701,2.021499
0.322000,3.155600,2.697958,2.502725,2.023365
0.322500,3.160500,2.701508,2.505747,2.025229
0.323000,3.165400,2.705056,2.508767,2.027090
0.323500,3.170300,2.708603,2.511784,2.028948
0.324000,3.175200,2.712148,2.514799,2.030803
0.324500,3.180100,2.715691,2.517812,2.032655
0.325000,3.185000,2.719232,2.520822,2.034505
0.325500,3.189900,2.722771,2.523830,2.036352
0.326000,3.194800,2.726309,2.526836,2.038196
0.326500,3.199700,2.729845,2.529840,2.040037
0.327000,3.204600,2.733379,2.532842,2.041876
0.327500,3.209500,2.736912,2.535841,2.043712
0.328000,3.214400,2.740442,2.538838,2.045545
0.328500,3.219300,2.743971,2.541833,2.047375
0.329000,3.224200,2.747498,2.544825,2.049203
0.329500,3.229100,2.751024,2.547815,2.051027
0.330000,3.234000,2.754547,2.550803,2.052849
0.330500,3.238900,2.758069,2.553789,2.054669
0.331000,3.243800,2.761589,2.556773,2.056485
0.331500,3.248700,2.765108,2.559754,2.058299
0.332000,3.253600,2.768624,2.562733,2.060111
0.332500,3.258500,2.772139,2.565710,2.061919
0.333000,3.263400,2.775652,2.568685,2.063725
0.333500,3.268300,2.779163,2.571657,2.065528
0.334000,3.273200,2.782673,2.574627,2.067328
0.334500,3.278100,2.786181,2.577595,2.069126
0.335000,3.283000,2.789687,2.580561,2.070921
0.335500,3.287900,2.793191,2.583524,2.072713
0.336000,3.292800,2.796694,2.586485,2.074503
0.336500,3.297700,2.800194,2.589444,2.076290
0.337000,3.302600,2.803693,2.592401,2.078074
0.337500,3.307500,2.807191,2.595356,2.079855
0.338000,3.312400,2.810686,2.598308,2.081634
0.338500,3.317300,2.814180,2.601258,2.083411
0.339000,3.322200,2.817672,2.604206,2.085184
0.339500,3.327100,2.821162,2.607152,2.086955
0.340000,3.332000,2.824651,2.610096,2.088723
0.340500,3.336900,2.828138,2.613037,2.090489
0.341000,3.341800,2.831623,2.615976,2.092252
0.341500,3.346700,2.835106,2.618913,2.094012
0.342000,3.351600,2.838588,2.621848,2.095770
0.342500,3.356500,2.842067,2.624780,2.097525
0.343000,3.361400,2.845546,2.627710,2.099277
0.343500,3.366300,2.849022,2.630639,2.101027
0.344000,3.371200,2.852497,2.633565,2.102774
0.344500,3.376100,2.855969,2.636488,2.104519
0.345000,3.381000,2.859441,2.639410,2.106260
0.345500,3.385900,2.862910,2.642329,2.108000
0.346000,3.390800,2.866378,2.645246,2.109736
0.346500,3.395700,2.869844,2.648161,2.111471
0.347000,3.400600,2.873308,2.651074,2.113202
0.347500,3.405500,2.876770,2.653985,2.114931
0.348000,3.410400,2.880231,2.656893,2.116657
0.348500,3.415300,2.883690,2.659799,2.118381
0.349000,3.420200,2.887147,2.662703,2.120102
0.349500,3.425100,2.890603,2.665605,2.121821
0.350000,3.430000,2.894057,2.668505,2.123537
0.350500,3.434900,2.897509,2.671402,2.125250
0.351000,3.439800,2.900959,2.674298,2.126961
0.351500,3.444700,2.904408,2.677191,2.128669
0.352000,3.449600,2.907855,2.680082,2.130375
0.352500,3.454500,2.911300,2.682971,2.132078
0.353000,3.459400,2.914744,2.685858,2.133779
0.353500,3.464300,2.918185,2.688742,2.135477
0.354000,3.469200,2.921625,2.691624,2.137172
0.354500,3.474100,2.925064,2.694505,2.138865
0.355000,3.479000,2.928500,2.697383,2.140556
0.355500,3.483900,2.931935,2.700259,2.142244
0.356000,3.488800,2.935368,2.703132,2.143929
0.356500,3.493700,2.938800,2.706004,2.145612
0.357000,3.498600,2.942230,2.708873,2.147292
0.357500,3.503500,2.945658,2.711741,2.148970
0.358000,3.508400,2.949084,2.714606,2.150645
0.358500,3.513300,2.952508,2.717469,2.152318
0.359000,3.518200,2.955931,2.720330,2.153988
0.359500,3.523100,2.959353,2.723188,2.155656
0.360000,3.528000,2.962772,2.726045,2.157321
0.360500,3.532900,2.966190,2.728899,2.158984
0.361000,3.537800,2.969606,2.731751,2.160644
0.361500,3.542700,2.973020,2.734602,2.162302
0.362000,3.547600,2.976433,2.737450,2.163957
0.362500,3.552500,2.979844,2.740295,2.165610
0.363000,3.557400,2.983253,2.743139,2.167261
0.363500,3.562300,2.986660,2.745981,2.168908
0.364000,3.567200,2.990066,2.748820,2.170554
0.364500,3.572100,2.993470,2.751657,2.172197
0.365000,3.577000,2.996873,2.754493,2.173837
0.365500,3.581900,3.000274,2.757326,2.175475
0.366000,3.586800,3.003673,2.760157,2.177111
0.366500,3.591700,3.007070,2.762985,2.178744
0.367000,3.596600,3.010465,2.765812,2.180375
0.367500,3.601500,3.013859,2.768637,2.182003
0.368000,3.606400,3.017252,2.771459,2.183629
0.368500,3.611300,3.020642,2.774280,2.185252
0.369000,3.616200,3.024031,2.777098,2.186873
0.369500,3.621100,3.027418,2.779914,2.188491
0.370000,3.626000,3.030804,2.782728,2.190107
0.370500,3.630900,3.034187,2.785540,2.191721
0.371000,3.635800,3.037569,2.788350,2.193332
0.371500,3.640700,3.040950,2.791157,2.194941
0.372000,3.645600,3.044328,2.793963,2.196547
0.372500,3.650500,3.047705,2.796766,2.198151
0.373000,3.655400,3.051081,2.799568,2.199753
0.373500,3.660300,3.054454,2.802367,2.201352
0.374000,3.665200,3.057826,2.805164,2.202949
0.374500,3.670100,3.061197,2.807959,2.204543
0.375000,3.675000,3.064565,2.810752,2.206135
0.375500,3.679900,3.067932,2.813543,2.207725
0.376000,3.684800,3.071297,2.816332,2.209312
0.376500,3.689700,3.074661,2.819119,2.210897
0.377000,3.694600,3.078022,2.821903,2.212479
0.377500,3.699500,3.081383,2.824686,2.214060
0.378000,3.704400,3.084741,2.827466,2.215637
0.378500,3.709300,3.088098,2.830245,2.217213
0.379000,3.714200,3.091453,2.833021,2.218786
0.379500,3.719100,3.094806,2.835795,2.220356
0.380000,3.724000,3.098158,2.838567,2.221925
0.380500,3.728900,3.101508,2.841337,2.223490
0.381000,3.733800,3.104857,2.844105,2.225054
0.381500,3.738700,3.108203,2.846871,2.226615
0.382000,3.743600,3.111548,2.849635,2.228174
0.382500,3.748500,3.114892,2.852397,2.229731
0.383000,3.753400,3.118234,2.855156,2.231285
0.383500,3.758300,3.121574,2.857914,2.232837
0.384000,3.763200,3.124912,2.860669,2.234387
0.384500,3.768100,3.128249,2.863423,2.235934
0.385000,3.773000,3.131584,2.866174,2.237479
0.385500,3.777900,3.134917,2.868924,2.239021
0.386000,3.782800,3.138249,2.871671,2.240562
0.386500,3.787700,3.141579,2.874416,2.242100
0.387000,3.792600,3.144907,2.877159,2.243635
0.387500,3.797500,3.148234,2.879900,2.245169
0.388000,3.802400,3.151559,2.882639,2.246700
0.388500,3.807300,3.154882,2.885376,2.248229
0.389000,3.812200,3.158204,2.888111,2.249755
0.389500,3.817100,3.161524,2.890844,2.251279
0.390000,3.822000,3.164843,2.893575,2.252801
0.390500,3.826900,3.168159,2.896304,2.254321
0.391000,3.831800,3.171474,2.899031,2.255838
0.391500,3.836700,3.174788,2.901755,2.257353
0.392000,3.841600,3.178100,2.904478,2.258866
0.392500,3.846500,3.181410,2.907199,2.260377
0.393000,3.851400,3.184718,2.909917,2.261885
0.393500,3.856300,3.188025,2.912634,2.263391
0.394000,3.861200,3.191330,2.915348,2.264895
0.394500,3.866100,3.194634,2.918061,2.266397
0.395000,3.871000,3.197936,2.920771,2.267896
0.395500,3.875900,3.201236,2.923480,2.269393
0.396000,3.880800,3.204534,2.926186,2.270888
0.396500,3.885700,3.207831,2.928890,2.272380
0.397000,3.890600,3.211127,2.931593,2.273870
0.397500,3.895500,3.214420,2.934293,2.275359
0.398000,3.900400,3.217712,2.936991,2.276844
0.398500,3.905300,3.221002,2.939687,2.278328
0.399000,3.910200,3.224291,2.942382,2.279809
0.399500,3.915100,3.227578,2.945074,2.281289
0.400000,3.920000,3.230864,2.947764,2.282766
0.400500,3.924900,3.234147,2.950452,2.284240
0.401000,3.929800,3.237429,2.953138,2.285713
0.401500,3.934700,3.240710,2.955822,2.287183
0.402000,3.939600,3.243989,2.958505,2.288651
0.402500,3.944500,3.247266,2.961185,2.290117
0.403000,3.949400,3.250541,2.963863,2.291581
0.403500,3.954300,3.253815,2.966539,2.293042
0.404000,3.959200,3.257088,2.969213,2.294502
0.404500,3.964100,3.260358,2.971885,2.295959
0.405000,3.969000,3.263627,2.974555,2.297414
0.405500,3.973900,3.266895,2.977223,2.298867
0.406000,3.978800,3.270160,2.979889,2.300317
0.406500,3.983700,3.273424,2.982553,2.301766
0.407000,3.988600,3.276687,2.985215,2.303212
0.407500,3.993500,3.279948,2.987876,2.304656
0.408000,3.998400,3.283207,2.990534,2.306098
0.408500,4.003300,3.286465,2.993190,2.307538
0.409000,4.008200,3.289721,2.995844,2.308975
0.409500,4.013100,3.292975,2.998496,2.310411
0.410000,4.018000,3.296228,3.001146,2.311844
0.410500,4.022900,3.299479,3.003794,2.313275
0.411000,4.027800,3.302728,3.006440,2.314704
0.411500,4.032700,3.305976,3.009085,2.316131
0.412000,4.037600,3.309222,3.011727,2.317556
0.412500,4.042500,3.312467,3.014367,2.318979
0.413000,4.047400,3.315710,3.017005,2.320399
0.413500,4.052300,3.318951,3.019642,2.321817
0.414000,4.057200,3.322191,3.022276,2.323234
0.414500,4.062100,3.325429,3.024908,2.324648
0.415000,4.067000,3.328665,3.027538,2.326060
0.415500,4.071900,3.331900,3.030167,2.327470
0.416000,4.076800,3.335133,3.032793,2.328877
0.416500,4.081700,3.338365,3.035418,2.330283
0.417000,4.086600,3.341595,3.038040,2.331686
0.417500,4.091500,3.344823,3.040661,2.333088
0.418000,4.096400,3.348050,3.043279,2.334487
0.418500,4.101300,3.351275,3.045896,2.335884
0.419000,4.106200,3.354499,3.048510,2.337280
0.419500,4.111100,3.357721,3.051123,2.338673
0.420000,4.116000,3.360941,3.053734,2.340064
0.420500,4.120900,3.364160,3.056342,2.341452
0.421000,4.125800,3.367377,3.058949,2.342839
0.421500,4.130700,3.370593,3.061554,2.344224
0.422000,4.135600,3.373806,3.064157,2.345606
0.422500,4.140500,3.377019,3.066758,2.346987
0.423000,4.145400,3.380229,3.069357,2.348366
0.423500,4.150300,3.383438,3.071954,2.349742
0.424000,4.155200,3.386646,3.074549,2.351116
0.424500,4.160100,3.389852,3.077142,2.352489
0.425000,4.165000,3.393056,3.079733,2.353859
0.425500,4.169900,3.396259,3.082322,2.355227
0.426000,4.174800,3.399460,3.084909,2.356593
0.426500,4.179700,3.402659,3.087495,2.357957
0.427000,4.184600,3.405857,3.090078,2.359319
0.427500,4.189500,3.409053,3.092660,2.360679
0.428000,4.194400,3.412248,3.095239,2.362037
0.428500,4.199300,3.415441,3.097817,2.363393
0.429000,4.204200,3.418633,3.100393,2.364747
0.429500,4.209100,3.421823,3.102966,2.366099
0.430000,4.214000,3.425011,3.105538,2.367449
0.430500,4.218900,3.428198,3.108108,2.368797
0.431000,4.223800,3.431383,3.110676,2.370142
0.431500,4.228700,3.434566,3.113242,2.371486
0.432000,4.233600,3.437748,3.115806,2.372828
0.432500,4.238500,3.440928,3.118368,2.374168
0.433000,4.243400,3.444107,3.120928,2.375505
0.433500,4.248300,3.447284,3.123487,2.376841
0.434000,4.253200,3.450460,3.126043,2.378175
0.434500,4.258100,3.453634,3.128598,2.379507
0.435000,4.263000,3.456806,3.131150,2.380836
0.435500,4.267900,3.459977,3.133701,2.382164
0.436000,4.272800,3.463146,3.136250,2.383490
0.436500,4.277700,3.466314,3.138797,2.384814
0.437000,4.282600,3.469480,3.141342,2.386135
0.437500,4.287500,3.472644,3.143885,2.387455
0.438000,4.292400,3.475807,3.146426,2.388773
0.438500,4.297300,3.478969,3.148965,2.390089
0.439000,4.302200,3.482128,3.151502,2.391403
0.439500,4.307100,3.485287,3.154038,2.392715
0.440000,4.312000,3.488443,3.156571,2.394025
0.440500,4.316900,3.491598,3.159103,2.395333
0.441000,4.321800,3.494751,3.161633,2.396639
0.441500,4.326700,3.497903,3.164160,2.397943
0.442000,4.331600,3.501054,3.166686,2.399245
0.442500,4.336500,3.504202,3.169210,2.400545
0.443000,4.341400,3.507349,3.171733,2.401843
0.443500,4.346300,3.510495,3.174253,2.403139
0.444000,4.351200,3.513639,3.176771,2.404434
0.444500,4.356100,3.516781,3.179288,2.405726
0.445000,4.361000,3.519922,3.181802,2.407017
0.445500,4.365900,3.523061,3.184315,2.408305
0.446000,4.370800,3.526199,3.186826,2.409592
0.446500,4.375700,3.529335,3.189335,2.410876
0.447000,4.380600,3.532470,3.191842,2.412159
0.447500,4.385500,3.535603,3.194347,2.413440
0.448000,4.390400,3.538734,3.196850,2.414719
0.448500,4.395300,3.541864,3.199352,2.415996
0.449000,4.400200,3.544992,3.201851,2.417271
0.449500,4.405100,3.548119,3.204349,2.418544
0.450000,4.410000,3.551244,3.206845,2.419815
0.450500,4.414900,3.554368,3.209339,2.421084
0.451000,4.419800,3.557490,3.211831,2.422352
0.451500,4.424700,3.560610,3.214321,2.423617
0.452000,4.429600,3.563729,3.216809,2.424881
0.452500,4.434500,3.566846,3.219296,2.426143
0.453000,4.439400,3.569962,3.221780,2.427403
0.453500,4.444300,3.573077,3.224263,2.428661
0.454000,4.449200,3.576189,3.226744,2.429917
0.454500,4.454100,3.579300,3.229223,2.431171
0.455000,4.459000,3.582410,3.231700,2.432423
0.455500,4.463900,3.585518,3.234175,2.433674
0.456000,4.468800,3.588624,3.236649,2.434922
0.456500,4.473700,3.591729,3.239120,2.436169
0.457000,4.478600,3.594833,3.241590,2.437414
0.457500,4.483500,3.597934,3.244058,2.438657
0.458000,4.488400,3.601035,3.246524,2.439898
0.458500,4.493300,3.604133,3.248988,2.441137
0.459000,4.498200,3.607231,3.251451,2.442374
0.459500,4.503100,3.610326,3.253911,2.443610
0.460000,4.508000,3.613420,3.256370,2.444843
0.460500,4.512900,3.616513,3.258826,2.446075
0.461000,4.517800,3.619604,3.261281,2.447305
0.461500,4.522700,3.622693,3.263735,2.448533
0.462000,4.527600,3.625781,3.266186,2.449760
0.462500,4.532500,3.628867,3.268635,2.450984
0.463000,4.537400,3.631952,3.271083,2.452207
0.463500,4.542300,3.635035,3.273529,2.453427
0.464000,4.547200,3.638117,3.275973,2.454646
0.464500,4.552100,3.641197,3.278415,2.455863
0.465000,4.557000,3.644276,3.280855,2.457079
0.465500,4.561900,3.647353,3.283293,2.458292
0.466000,4.566800,3.650429,3.285730,2.459504
0.466500,4.571700,3.653503,3.288165,2.460714
0.467000,4.576600,3.656575,3.290598,2.461922
0.467500,4.581500,3.659646,3.293029,2.463128
0.468000,4.586400,3.662715,3.295458,2.464332
0.468500,4.591300,3.665783,3.297886,2.465535
0.469000,4.596200,3.668850,3.300311,2.466736
0.469500,4.601100,3.671914,3.302735,2.467935
0.470000,4.606000,3.674978,3.305157,2.469132
0.470500,4.610900,3.678040,3.307578,2.470327
0.471000,4.615800,3.681100,3.309996,2.471521
0.471500,4.620700,3.684158,3.312413,2.472713
0.472000,4.625600,3.687216,3.314827,2.473903
0.472500,4.630500,3.690271,3.317240,2.475091
0.473000,4.635400,3.693325,3.319651,2.476278
0.473500,4.640300,3.696378,3.322061,2.477462
0.474000,4.645200,3.699429,3.324468,2.478645
0.474500,4.650100,3.702478,3.326874,2.479826
0.475000,4.655000,3.705526,3.329278,2.481006
0.475500,4.659900,3.708573,3.331680,2.482183
0.476000,4.664800,3.711618,3.334081,2.483359
0.476500,4.669700,3.714661,3.336479,2.484533
0.477000,4.674600,3.717703,3.338876,2.485706
0.477500,4.679500,3.720744,3.341271,2.486876
0.478000,4.684400,3.723782,3.343664,2.488045
0.478500,4.689300,3.726820,3.346055,2.489212
0.479000,4.694200,3.729856,3.348445,2.490377
0.479500,4.699100,3.732890,3.350833,2.491541
0.480000,4.704000,3.735923,3.353219,2.492703
0.480500,4.708900,3.738954,3.355603,2.493863
0.481000,4.713800,3.741984,3.357985,2.495021
0.481500,4.718700,3.745012,3.360366,2.496178
0.482000,4.723600,3.748039,3.362745,2.497333
0.482500,4.728500,3.751064,3.365122,2.498486
0.483000,4.733400,3.754088,3.367497,2.499637
0.483500,4.738300,3.757110,3.369870,2.500787
0.484000,4.743200,3.760131,3.372242,2.501935
0.484500,4.748100,3.763150,3.374612,2.503081
0.485000,4.753000,3.766167,3.376980,2.504225
0.485500,4.757900,3.769184,3.379347,2.505368
0.486000,4.762800,3.772198,3.381711,2.506509
0.486500,4.767700,3.775211,3.384074,2.507649
0.487000,4.772600,3.778223,3.386435,2.508786
0.487500,4.777500,3.781233,3.388794,2.509922
0.488000,4.782400,3.784242,3.391152,2.511057
0.488500,4.787300,3.787249,3.393508,2.512189
0.489000,4.792200,3.790255,3.395862,2.513320
0.489500,4.797100,3.793259,3.398214,2.514449
0.490000,4.802000,3.796261,3.400564,2.515577
0.490500,4.806900,3.799262,3.402913,2.516703
0.491000,4.811800,3.802262,3.405260,2.517827
0.491500,4.816700,3.805260,3.407605,2.518949
0.492000,4.821600,3.808257,3.409949,2.520070
0.492500,4.826500,3.811252,3.412290,2.521189
0.493000,4.831400,3.814246,3.414630,2.522306
0.493500,4.836300,3.817238,3.416968,2.523422
0.494000,4.841200,3.820228,3.419305,2.524536
0.494500,4.846100,3.823217,3.421639,2.525648
0.495000,4.851000,3.826205,3.423972,2.526759
0.495500,4.855900,3.829191,3.426303,2.527868
0.496000,4.860800,3.832176,3.428633,2.528975
0.496500,4.865700,3.835159,3.430960,2.530081
0.497000,4.870600,3.838141,3.433286,2.531185
0.497500,4.875500,3.841121,3.435610,2.532288
0.498000,4.880400,3.844100,3.437933,2.533388
0.498500,4.885300,3.847077,3.440254,2.534487
0.499000,4.890200,3.850053,3.442573,2.535585
0.499500,4.895100,3.853027,3.444890,2.536681
0.500000,4.900000,3.856000,3.447205,2.537775
